match_id,home_team_id,away_team_id,home_team_rating,home_accurate_pass,home_total_pass,home_blocked_scoring_att,home_ontarget_scoring_att,home_shot_off_target,home_won_corners,home_penalty_save,home_total_tackle,home_fk_foul_lost,home_total_throws,home_possession_percentage,away_team_rating,away_accurate_pass,away_total_pass,away_blocked_scoring_att,away_ontarget_scoring_att,away_shot_off_target,away_won_corners,away_penalty_save,away_total_tackle,away_fk_foul_lost,away_total_throws,away_possession_percentage,result_home,home_team_att_strength,home_team_def_strength,away_team_att_strength,away_team_def_strength,home_team_rating_last3,home_accurate_pass_last3,home_total_pass_last3,home_blocked_scoring_att_last3,home_ontarget_scoring_att_last3,home_shot_off_target_last3,home_won_corners_last3,home_penalty_save_last3,home_total_tackle_last3,home_fk_foul_lost_last3,home_total_throws_last3,home_possession_percentage_last3,away_team_rating_last3,away_accurate_pass_last3,away_total_pass_last3,away_blocked_scoring_att_last3,away_ontarget_scoring_att_last3,away_shot_off_target_last3,away_won_corners_last3,away_penalty_save_last3,away_total_tackle_last3,away_fk_foul_lost_last3,away_total_throws_last3,away_possession_percentage_last3,home_team_att_strength_last3,home_team_def_strength_last3,away_team_att_strength_last3,away_team_def_strength_last3
1080528,32,18,0.7007228970917851,0.8907446068197633,0.8489274303970789,0.27586206896551724,0.75,0.0,0.125,0.0,0.9354838709677419,0.2631578947368421,0.16666666666666666,0.6689342403628118,0.35674139485309864,0.7779148673658236,0.7567735263702171,1.0,0.6823529411764706,1.0,0.625,0.0,0.34782608695652173,0.09090909090909091,0.5915492957746479,0.7093425605536331,1,0.3459915611814346,0.3064516129032258,0.3,0.41463414634146345,0.6253807106598952,0.7695390781563126,0.7560975609756098,0.18181818181818182,0.5714285714285714,0.10526315789473684,0.09302325581395349,0.0,0.8947368421052632,0.375,0.16666666666666666,0.6276595744680852,0.3619259809382364,0.7682539682539683,0.7789591494124231,0.7209302325581395,0.5,1.0,0.4444444444444444,0.0,0.34782608695652173,0.21311475409836064,0.46464646464646464,0.7567567567567566,0.20555555555555555,0.2466666666666667,0.26,0.20555555555555555
1080529,96,167,0.3759153073117485,0.5242403154720482,0.5271565495207667,0.27586206896551724,0.0,0.9333333333333333,0.625,0.0,0.22580645161290322,0.6842105263157895,0.36666666666666664,0.709750566893424,0.43222120000018793,1.0,1.0,0.42857142857142855,0.39999999999999997,0.7647058823529411,1.0,0.0,0.0,0.36363636363636365,0.704225352112676,1.0,-1,0.3459915611814346,0.3064516129032258,0.3,0.41463414634146345,0.3763708372845454,0.4529058116232465,0.4695121951219512,0.18181818181818182,0.0,0.8421052631578947,0.46511627906976744,0.0,0.3157894736842105,0.7083333333333334,0.36666666666666664,0.6659574468085107,0.4089615051367747,0.9587301587301588,0.9983212087297146,0.3488372093023256,0.3,0.7777777777777778,0.7111111111111111,0.0,0.0,0.4098360655737705,0.5454545454545454,1.0,0.20555555555555555,0.2466666666666667,0.26,0.20555555555555555
1080532,30,162,0.40362290816037366,0.6495012758060774,0.6709265175718849,0.6896551724137931,0.375,0.26666666666666666,0.625,0.0,0.3548387096774194,0.6842105263157895,1.0,0.7800453514739228,0.3702483073530983,0.2917951881554596,0.33733195449844877,0.2857142857142857,0.39999999999999997,0.6470588235294118,0.25,0.0,1.0,0.45454545454545453,0.36619718309859156,0.6632064590542098,1,0.3459915611814346,0.3064516129032258,0.3,0.41463414634146345,0.39761253974452576,0.561122244488978,0.5975609756097561,0.45454545454545453,0.2857142857142857,0.3157894736842105,0.46511627906976744,0.0,0.42105263157894735,0.7083333333333334,1.0,0.7319148936170213,0.370342864215866,0.3513227513227513,0.40067151650811417,0.2558139534883721,0.3,0.6666666666666666,0.17777777777777778,0.0,1.0,0.47540983606557374,0.30303030303030304,0.718146718146718,0.20555555555555555,0.2466666666666667,0.26,0.20555555555555555
1080533,27,15,0.46462619742371475,0.278357689631176,0.31036056595162026,0.0,0.0,0.26666666666666666,0.125,0.0,0.8064516129032258,0.47368421052631576,0.0,0.28571428571428575,0.6268796448532121,0.7409006785934609,0.6897621509824198,0.42857142857142855,0.6823529411764706,0.5294117647058824,0.75,0.0,0.5652173913043478,0.8181818181818182,0.8169014084507042,0.649365628604383,-1,0.3459915611814346,0.3064516129032258,0.3,0.41463414634146345,0.4443799854967372,0.24048096192384769,0.2764227642276423,0.0,0.0,0.3157894736842105,0.09302325581395349,0.0,0.7894736842105263,0.5416666666666666,0.0,0.2680851063829788,0.5302636464909025,0.7365079365079366,0.7185226636821489,0.3488372093023256,0.5,0.5555555555555556,0.5333333333333333,0.0,0.5652173913043478,0.7377049180327869,0.6262626262626263,0.7065637065637065,0.20555555555555555,0.2466666666666667,0.26,0.20555555555555555
1080534,175,31,0.6790690577731168,0.09046624913013221,0.12779552715654952,0.27586206896551724,0.25,0.8,0.625,0.0,0.3548387096774194,0.7894736842105263,0.7333333333333333,0.3310657596371882,0.5847698588237844,0.202961135101789,0.20579110651499474,0.14285714285714285,0.6823529411764706,0.29411764705882354,0.5,0.0,0.8695652173913043,0.2727272727272727,0.36619718309859156,0.20645905420991928,-1,0.3459915611814346,0.3064516129032258,0.3,0.41463414634146345,0.6087800524348725,0.0781563126252505,0.11382113821138211,0.18181818181818182,0.19047619047619047,0.7368421052631579,0.46511627906976744,0.0,0.42105263157894735,0.7916666666666666,0.7333333333333333,0.3106382978723405,0.5040227750959292,0.2751322751322751,0.2820369334079463,0.16279069767441862,0.5,0.3333333333333333,0.35555555555555557,0.0,0.8695652173913043,0.3442622950819672,0.30303030303030304,0.33590733590733585,0.20555555555555555,0.2466666666666667,0.26,0.20555555555555555
1080531,259,214,0.9829795284257428,0.4476919508234748,0.4427202190780465,0.27586206896551724,1.0,0.5333333333333333,0.375,0.0,0.41935483870967744,0.6842105263157895,0.03333333333333333,0.6666666666666666,0.9064077270725808,0.4028377544725478,0.4241985522233712,0.14285714285714285,0.5411764705882353,0.6470588235294118,0.5,0.0,0.6521739130434783,0.09090909090909091,0.4788732394366197,0.3725490196078432,-1,0.3459915611814346,0.3064516129032258,0.3,0.41463414634146345,0.8417693981145793,0.3867735470941884,0.3943089430894309,0.18181818181818182,0.7619047619047619,0.5263157894736842,0.27906976744186046,0.0,0.47368421052631576,0.7083333333333334,0.03333333333333333,0.625531914893617,0.7044526212740089,0.44656084656084655,0.4790151091214326,0.16279069767441862,0.4,0.6666666666666666,0.35555555555555557,0.0,0.6521739130434783,0.21311475409836064,0.3838383838383838,0.4749034749034749,0.20555555555555555,0.2466666666666667,0.26,0.20555555555555555
1080836,184,26,0.20885477278330095,0.3363488749710044,0.37425832952989496,0.27586206896551724,0.25,0.4,0.75,0.0,0.0967741935483871,0.2631578947368421,0.9666666666666667,0.5532879818594104,0.7667159154415129,0.49413942011104256,0.49865563598759044,0.7142857142857143,0.8235294117647058,0.17647058823529413,0.375,1.0,0.6956521739130435,0.9090909090909091,0.4225352112676056,0.3633217993079584,1,0.0,0.19354838709677422,0.7578947368421053,0.9329268292682927,0.24829586656997937,0.2905811623246493,0.3333333333333333,0.18181818181818182,0.19047619047619047,0.42105263157894735,0.5581395348837209,0.0,0.21052631578947367,0.375,0.9666666666666667,0.5191489361702128,0.6174031439534633,0.5248677248677248,0.5461667599328484,0.5348837209302325,0.6,0.2222222222222222,0.26666666666666666,1.0,0.6956521739130435,0.8032786885245902,0.3434343434343434,0.4671814671814671,0.0,0.15578947368421056,0.656842105263158,0.4625
1080526,14,13,0.0,0.5752725585710972,0.6024646280237334,0.5517241379310345,0.5,0.9333333333333333,0.25,0.0,0.0967741935483871,1.0,0.13333333333333333,0.6167800453514738,0.37819355000016147,0.5089450956199877,0.5135470527404343,0.0,0.5411764705882353,0.17647058823529413,0.5,0.0,0.7391304347826086,0.5454545454545454,0.5915492957746479,0.39561707035755483,0,0.3459915611814346,0.3064516129032258,0.3,0.41463414634146345,0.08817984046410275,0.4969939879759519,0.5365853658536586,0.36363636363636365,0.38095238095238093,0.8421052631578947,0.18604651162790697,0.0,0.21052631578947367,0.9583333333333334,0.13333333333333333,0.5787234042553191,0.37529397202623915,0.5375661375661376,0.5595970900951315,0.06976744186046512,0.4,0.2222222222222222,0.35555555555555557,0.0,0.7391304347826086,0.5409836065573771,0.46464646464646464,0.4942084942084942,0.20555555555555555,0.2466666666666667,0.26,0.20555555555555555
1080530,16,21,0.0658346566382175,0.0,0.0,0.27586206896551724,0.25,0.0,0.625,0.0,0.2903225806451613,0.6842105263157895,0.5,0.0,0.43876074587123076,0.202961135101789,0.17600827300930705,0.42857142857142855,0.11764705882352941,0.5294117647058824,1.0,0.0,0.5217391304347826,1.0,0.30985915492957744,0.2779700115340254,-1,0.3459915611814346,0.3064516129032258,0.3,0.41463414634146345,0.1386511965192184,0.0,0.0,0.18181818181818182,0.19047619047619047,0.10526315789473684,0.46511627906976744,0.0,0.3684210526315789,0.7083333333333334,0.5,0.0,0.4130366477191579,0.2751322751322751,0.25517627308338,0.3488372093023256,0.1,0.5555555555555556,0.7111111111111111,0.0,0.5217391304347826,0.8688524590163934,0.26262626262626265,0.39575289575289574,0.20555555555555555,0.2466666666666667,0.26,0.20555555555555555
1080535,29,183,0.2005308506796229,0.35490605427974947,0.3674121405750798,0.27586206896551724,0.25,0.0,0.0,0.0,0.8064516129032258,0.8947368421052632,0.0,0.34467120181405886,0.0,0.5731030228254164,0.508583247156153,0.42857142857142855,0.25882352941176473,0.058823529411764705,0.375,0.0,0.43478260869565216,0.0,0.647887323943662,0.31949250288350634,1,0.3459915611814346,0.3064516129032258,0.3,0.41463414634146345,0.24191443074692234,0.3066132264529058,0.32723577235772355,0.18181818181818182,0.19047619047619047,0.10526315789473684,0.0,0.0,0.7894736842105263,0.875,0.0,0.3234042553191489,0.13962124025250497,0.5925925925925926,0.5551203133743704,0.3488372093023256,0.2,0.1111111111111111,0.26666666666666666,0.0,0.43478260869565216,0.14754098360655737,0.5050505050505051,0.4305019305019304,0.20555555555555555,0.2466666666666667,0.26,0.20555555555555555
